problem,language,rank_test_score,PCA_componentes,ngram_range,sublinear_tf,mean_test_score,std_test_score,mean_train_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,mean_score_time,mean_fit_time,std_fit_time,std_score_time,std_train_score
4,francesa,13,0.9,"(1, 3)",True,0.7361905,0.17431433,1.0,0.79333335,1.0,0.8,1.0,0.46666667,1.0,0.5,1.0,1.0,1.0,0.03747334480285645,0.39318099021911623,0.036704155146383366,0.012712485393721265,0.0
4,francesa,15,0.9,"(1, 3)",False,0.7114286,0.16137168,1.0,0.5733333,1.0,0.8,1.0,0.73333335,1.0,0.5,1.0,1.0,1.0,0.03642120361328125,0.3853430271148682,0.031923005397688275,0.012824106950016725,0.0
4,francesa,1,0.9999,"(1, 1)",True,0.86,0.17182493,1.0,1.0,1.0,0.8933333,1.0,0.73333335,1.0,0.5,1.0,1.0,1.0,0.012948036193847656,0.12550196647644044,0.040013519695042944,0.0068394055291295264,0.0
4,francesa,5,0.9999,"(1, 1)",False,0.8009524,0.18359475,1.0,0.8933333,1.0,0.8933333,1.0,0.53333336,1.0,0.5,1.0,1.0,1.0,0.010742807388305664,0.09915723800659179,0.020043584286306506,0.0031570680564550705,0.0
4,francesa,7,0.9999,"(1, 2)",True,0.7952381,0.21412693,1.0,1.0,1.0,0.8,1.0,0.46666667,1.0,0.5,1.0,1.0,1.0,0.027489614486694337,0.21701598167419434,0.02200084379143162,0.011694847034799262,0.0
4,francesa,2,0.9999,"(1, 2)",False,0.8333333,0.17182493,1.0,1.0,1.0,0.8,1.0,0.73333335,1.0,0.5,1.0,1.0,1.0,0.025966501235961913,0.2248908519744873,0.040924022311868466,0.00977227455928417,0.0
4,francesa,12,0.9999,"(1, 3)",True,0.7647619,0.18892223,1.0,0.8933333,1.0,0.8,1.0,0.46666667,1.0,0.5,1.0,1.0,1.0,0.03845515251159668,0.40941386222839354,0.048997152141257654,0.013811847847636918,0.0
4,francesa,9,0.9999,"(1, 3)",False,0.77428573,0.1362271,1.0,0.79333335,1.0,0.8,1.0,0.73333335,1.0,0.5,1.0,1.0,1.0,0.0376011848449707,0.38962535858154296,0.021154247727931442,0.016350788676812077,0.0
5,italiana,19,0.1,"(1, 1)",True,0.17447323,0.0444701,0.67410904,0.13736264,0.66835856,0.23690476,0.63645357,0.19444445,0.7413936,0.15333334,0.71522087,0.125,0.60911864,0.05008344650268555,0.5059438228607178,0.09763067331733699,0.018099112343672025,0.04876915137157971
5,italiana,20,0.1,"(1, 1)",False,0.16388054,0.042035133,0.67740184,0.17638889,0.6429021,0.12302632,0.6438376,0.25,0.74813795,0.17,0.6900583,0.12833333,0.6620733,0.05676941871643067,0.36486210823059084,0.043780098632092486,0.029572793408687726,0.039282419396725714
5,italiana,21,0.1,"(1, 2)",True,0.14964285,0.03753532,0.744599,0.115,0.6619877,0.17916666,0.7280808,0.19583334,0.7682096,0.17,0.74993175,0.093333334,0.81478524,0.13702788352966308,1.3289323329925538,0.37247103896965505,0.07121764260570441,0.05021846989449936
5,italiana,23,0.1,"(1, 2)",False,0.09606826,0.035427105,0.77980703,0.09787582,0.73037016,0.13301587,0.7626915,0.119444445,0.79728436,0.06,0.783764,0.03125,0.82492507,0.10843563079833984,1.351298713684082,0.09060321070456637,0.03939481219131128,0.031917698427669026
