problem,language,rank_test_score,PCA_componentes,ngram_range,sublinear_tf,norm,mean_test_score,std_test_score,mean_train_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,mean_score_time,mean_fit_time,std_fit_time,std_score_time,std_train_score
1,inglesa,17,0.9,"(2, 3)",True,l2,0.7942517,0.0105619775,1.0,0.7821429,1.0,0.8016667,1.0,0.805,1.0,0.6391169230143229,1.5691719849904378,0.18845985264645032,0.10863032430490126,0.0
1,inglesa,51,0.9,"(2, 3)",False,l2,0.6502582,0.040820226,1.0,0.60449135,1.0,0.6975,1.0,0.6716667,1.0,0.651883045832316,1.4901076157887776,0.11481270396758676,0.13165767123449426,0.0
1,inglesa,14,0.9,"(2, 4)",True,l1,0.7997449,0.016851913,1.0,0.7827381,1.0,0.8233333,1.0,0.8016667,1.0,1.190682013829549,3.3869190216064453,0.7101977828014514,0.1491125179366221,0.0
1,inglesa,27,0.9,"(2, 4)",False,l1,0.7830612,0.0622137,1.0,0.7271429,1.0,0.87666667,1.0,0.7733333,1.0,1.1820507049560547,3.4116997718811035,0.44068015211712663,0.27403480658516954,0.0
1,inglesa,7,0.9,"(2, 4)",True,l2,0.81792516,0.020423407,1.0,0.807381,1.0,0.85,1.0,0.8016667,1.0,1.1485530535380046,3.195840279261271,0.36797843170547423,0.2296783001968609,0.0
1,inglesa,41,0.9,"(2, 4)",False,l2,0.718389,0.085388534,1.0,0.6251299,1.0,0.825,1.0,0.75166667,1.0,1.134790261586507,3.1115243434906006,0.4277430509414167,0.17639060213886618,0.0
1,inglesa,9,0.9,"(2, 5)",True,l1,0.81389457,0.022886153,1.0,0.7979762,1.0,0.85,1.0,0.8016667,1.0,1.843479871749878,6.8309658368428545,1.3992290455196346,0.29188302199509936,0.0
1,inglesa,10,0.9,"(2, 5)",False,l1,0.81141156,0.042008482,1.0,0.7777381,1.0,0.87666667,1.0,0.7966667,1.0,1.8603684902191162,7.073847055435181,0.6672263880193069,0.31267493917934125,0.0
1,inglesa,18,0.9,"(2, 5)",True,l2,0.79261905,0.02465407,1.0,0.795,1.0,0.8233333,1.0,0.7583333,1.0,1.8537626266479492,7.012944936752319,1.0661293616550236,0.4346187043384254,0.0
1,inglesa,54,0.9,"(2, 5)",False,l2,0.6148464,0.057627805,1.0,0.57506496,1.0,0.7057937,1.0,0.58357143,1.0,1.8894906044006348,7.02016266187032,1.1031231551219403,0.21479030522230266,0.0
1,inglesa,11,0.9,"(3, 5)",True,l1,0.80654764,0.02880362,1.0,0.7808333,1.0,0.85,1.0,0.8016667,1.0,1.5384393533070881,6.634680986404419,1.0291532844491031,0.33434558403404085,0.0
1,inglesa,15,0.9,"(3, 5)",False,l1,0.7955272,0.037911166,1.0,0.75845236,1.0,0.85,1.0,0.7966667,1.0,1.4755427837371826,6.708702961603801,0.557197523097814,0.23218285577209719,0.0
1,inglesa,16,0.9,"(3, 5)",True,l2,0.7944218,0.036428206,1.0,0.7814286,1.0,0.85,1.0,0.7583333,1.0,1.4975520769755046,6.2399139404296875,0.880860875809821,0.2878908553227236,0.0
1,inglesa,58,0.9,"(3, 5)",False,l2,0.58856356,0.021679841,1.0,0.5668864,1.0,0.6191667,1.0,0.5904762,1.0,1.4424264430999756,6.2940653165181475,0.8831179109057075,0.18952383013247928,0.0
1,inglesa,21,0.99,"(2, 3)",True,l1,0.7912245,0.022576734,1.0,0.76619047,1.0,0.8016667,1.0,0.8183333,1.0,0.7005146344502767,1.839860995610555,0.16788009815629912,0.17601279181244828,0.0
1,inglesa,47,0.99,"(2, 3)",False,l1,0.6801531,0.066723,1.0,0.6036905,1.0,0.74833333,1.0,0.7266667,1.0,0.6748212973276774,1.6649726231892903,0.19611677333347596,0.12564022149965537,0.0
1,inglesa,8,0.99,"(2, 3)",True,l2,0.8160374,0.018418139,1.0,0.8063095,1.0,0.8016667,1.0,0.845,1.0,0.6691888968149821,1.5920310020446777,0.2255254514343203,0.15103885243046744,0.0
1,inglesa,49,0.99,"(2, 3)",False,l2,0.6695578,0.05320808,1.0,0.60896826,1.0,0.7266667,1.0,0.7033333,1.0,0.7026457786560059,1.6773125330607097,0.25134029697919463,0.14032177841927185,0.0
1,inglesa,2,0.99,"(2, 4)",True,l1,0.8269048,0.018310128,1.0,0.8283333,1.0,0.85,1.0,0.8016667,1.0,1.317604700724284,3.7838756243387857,0.6904574761461437,0.19858300356852931,0.0
1,inglesa,25,0.99,"(2, 4)",False,l1,0.78664964,0.046910606,1.0,0.7377381,1.0,0.85,1.0,0.7966667,1.0,1.2348243395487468,3.89351757367452,0.4513454435998257,0.24540934607760748,0.0
1,inglesa,6,0.99,"(2, 4)",True,l2,0.81792516,0.020423407,1.0,0.807381,1.0,0.85,1.0,0.8016667,1.0,1.2866811752319336,3.9306814670562744,0.40752409730408673,0.24661219708328425,0.0
1,inglesa,33,0.99,"(2, 4)",False,l2,0.7595238,0.049767032,1.0,0.70666665,1.0,0.825,1.0,0.7733333,1.0,1.284365971883138,3.7907333374023438,0.5271208367449153,0.19165312456642286,0.0
1,inglesa,1,0.99,"(2, 5)",True,l1,0.83329934,0.02039115,1.0,0.8421429,1.0,0.8516667,1.0,0.8016667,1.0,2.0705103079477944,7.35033933321635,1.4677375240391943,0.2751421175657704,0.0
1,inglesa,12,0.99,"(2, 5)",False,l1,0.8035544,0.05067113,1.0,0.75607145,1.0,0.87833333,1.0,0.8,1.0,2.0945235888163247,7.800667762756348,0.9973193842036773,0.38712213499844766,0.0
1,inglesa,5,0.99,"(2, 5)",True,l2,0.81884354,0.010874784,1.0,0.8261905,1.0,0.825,1.0,0.8016667,1.0,2.200062354405721,7.983067353566487,1.4492077221636877,0.5330515095990832,0.0
1,inglesa,42,0.99,"(2, 5)",False,l2,0.71489793,0.028977515,1.0,0.7147619,1.0,0.75333333,1.0,0.6766667,1.0,2.1233696142832437,7.971422036488851,1.172658193204499,0.4300294552700822,0.0
1,inglesa,3,0.99,"(3, 5)",True,l1,0.8267177,0.018898316,1.0,0.82678574,1.0,0.8516667,1.0,0.8016667,1.0,1.7517766157786052,6.840582370758057,1.0410088882528823,0.3115745467445758,0.0
1,inglesa,13,0.99,"(3, 5)",False,l1,0.8033503,0.050862554,1.0,0.75559527,1.0,0.87833333,1.0,0.8,1.0,1.7325236797332764,7.541996717453003,1.2487724945475045,0.4934600225683702,0.0
1,inglesa,4,0.99,"(3, 5)",True,l2,0.82646257,0.018899692,1.0,0.8261905,1.0,0.8516667,1.0,0.8016667,1.0,1.7897303104400635,7.3973352909088135,1.0856182688743115,0.42771830346419265,0.0
1,inglesa,38,0.99,"(3, 5)",False,l2,0.73411566,0.03542347,1.0,0.7140476,1.0,0.79,1.0,0.7083333,1.0,1.2911550203959148,6.919230302174886,0.8168140267268208,0.44180307234172006,0.0
2,inglesa,82,0.1,"(2, 3)",True,l1,0.3802453,0.08427818,0.7607119,0.4190909,0.8492063,0.45333335,0.79838383,0.2488889,0.63454545,0.15941468874613443,0.39307403564453125,0.039806978335313783,0.03179131966833858,0.09159405810525142
2,inglesa,77,0.1,"(2, 3)",False,l1,0.48496598,0.036319904,0.7477922,0.4547619,0.84761906,0.47428572,0.75757575,0.5409524,0.6381818,0.167586088180542,0.37942131360371906,0.027528065435536306,0.023699827194631522,0.08578180325049933
2,inglesa,82,0.1,"(2, 3)",True,l2,0.3802453,0.08427818,0.72693604,0.4190909,0.8,0.45333335,0.7462626,0.2488889,0.63454545,0.1547679901123047,0.39440735181172687,0.05576403033880525,0.042182732530037965,0.06891511558451575
2,inglesa,85,0.1,"(2, 3)",False,l2,0.35761905,0.05315446,0.81063974,0.39761904,1.0,0.2742857,0.75757575,0.3809524,0.6743434,0.15008465449015299,0.396407683690389,0.0616887763004881,0.021537912897904278,0.1381421698029674
2,inglesa,86,0.1,"(2, 4)",True,l1,0.35738817,0.12228679,0.805089,0.45909092,0.94920635,0.39333335,0.7539394,0.16888888,0.7121212,0.24945735931396484,0.6904395421346029,0.06771131965368293,0.046344466980991116,0.10332650857918735
2,inglesa,81,0.1,"(2, 4)",False,l1,0.40675324,0.109874256,0.7845118,0.48242423,1.0,0.46666667,0.75757575,0.23333333,0.5959596,0.24922935167948404,0.6881843407948812,0.07567073735225596,0.0516218262228958,0.16604482162879394
2,inglesa,88,0.1,"(2, 4)",True,l2,0.32199135,0.09036241,0.7942761,0.3690909,1.0,0.39333335,0.7060606,0.18,0.67676765,0.25827829043070477,0.677696704864502,0.05844906848181734,0.051929548151131495,0.14595949887180804
2,inglesa,89,0.1,"(2, 4)",False,l2,0.3214652,0.09524604,0.82255894,0.23897436,1.0,0.3,0.8333333,0.46666667,0.63434345,0.2540577252705892,0.6733352343241373,0.03886593085105568,0.04955178426052238,0.14947295618849224
2,inglesa,94,0.1,"(2, 5)",True,l1,0.17892551,0.011589302,0.8622222,0.1923077,1.0,0.16888888,0.74666667,0.16888888,0.84,0.36627968152364093,1.1905852953592937,0.15726927553194056,0.07226335948727862,0.10460979818613167
2,inglesa,84,0.1,"(2, 5)",False,l1,0.35931972,0.0821155,0.741722,0.4288889,0.94920635,0.23333333,0.6379798,0.3809524,0.6379798,0.3762526512145996,1.165134032567342,0.1444118397063726,0.056970538750567935,0.1467136032383978
2,inglesa,91,0.1,"(2, 5)",True,l2,0.275873,0.124820456,0.8234706,0.42,1.0,0.16666667,0.7516239,0.16888888,0.7187879,0.37819695472717285,1.1710396607716878,0.11580384375517358,0.08225248896249558,0.1255428810426613
2,inglesa,96,0.1,"(2, 5)",False,l2,0.17119047,0.089299366,0.76832134,0.155,0.94920635,0.3,0.75757575,0.06666667,0.59818184,0.3834480444590251,1.231268008550008,0.0685363781708619,0.07564141992913122,0.14350645860231492
